epoch: 1 loss: tensor(0.9591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8448, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(6626.1367, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9591, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(7.1281, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8957, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(0.1128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9086, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1128, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1806, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0561, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8884, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1631, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1145, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(0.0940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8580, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0313, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(0.0689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7938, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0983, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9840, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(0.0590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8358, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0590, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0192, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(0.0648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9008, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0648, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1074, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0968, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(0.0707, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8950, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0707, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1344, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0976, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(0.0704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9111, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1701, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(0.0649, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0649, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0796, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0774, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.0718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9431, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0718, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1145, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1898, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.0712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8960, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1449, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1144, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.0625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8848, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0625, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1062, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0708, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.0558, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8830, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0558, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0739, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0556, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.0593, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8563, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0593, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0909, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0225, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.0638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8046, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0680, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9633, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8973, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0830, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1117, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8567, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0548, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1023, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0706, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.0563, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8443, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0563, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0760, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0023, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.0387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8944, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0387, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0880, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0772, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.0493, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0493, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0755, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9600, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.0569, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8488, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0569, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0799, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0018, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.0608, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0608, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0422, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0906, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0548, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.0529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0529, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0977, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0533, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.0501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7649, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0687, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8843, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.0595, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0595, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0748, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0103, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.0460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8915, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0460, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0708, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0865, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.0476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8538, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0476, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0584, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0466, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.0544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8358, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0544, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1050, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0504, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.0433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8260, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0433, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0593, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0289, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.0452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0452, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0807, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0546, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0763, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1864, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.0427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8969, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0427, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0624, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0909, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.0457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8906, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0457, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0783, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0653, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.0645, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7703, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0645, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0964, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.8829, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8583, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0911, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0652, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.0454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8097, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0454, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9754, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8877, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0925, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.0435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0435, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0845, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0676, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.0437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8539, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0437, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0695, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9644, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9270, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0702, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1107, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.0513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8740, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0513, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0760, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0499, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.0446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8671, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0722, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0297, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.0582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9072, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0923, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1138, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8501, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0465, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0535, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0256, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.0475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8569, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0797, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0628, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9103, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0542, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0915, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.0464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7924, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0952, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9787, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.0456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0456, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0712, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1398, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.0382, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9026, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0382, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0660, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1053, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.0507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8413, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0687, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0022, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8129, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0402, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0613, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9765, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.0446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8424, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0467, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0257, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.0490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.9233, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0640, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.1397, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8204, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0652, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9721, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.0418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.8920, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0418, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0634, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.0885, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.0596, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.7961, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0596, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0747, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(nan, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.9483, device='cuda:0', grad_fn=<MseLossBackward0>)
