epoch: 1 loss: tensor(1.0374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.0374, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(138427.2812, device='cuda:0', grad_fn=<MulBackward0>) tensor(387.6078, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(32.7105, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.8052e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2279, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(0.8785, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8564, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11821.3359, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5703e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7831, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(0.7894, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7714, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11821.3301, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5653e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7060, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(0.8606, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11821.3877, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5633e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.7734, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 1 loss: tensor(1.4679, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.2090, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5744e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6286, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 2 loss: tensor(1.4883, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8296, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.5400, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0192, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5799e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6587, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 3 loss: tensor(1.3714, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7846, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.5176, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5772e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5867, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 4 loss: tensor(1.3279, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7792, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.4355, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5763e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5486, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 5 loss: tensor(1.3891, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7820, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.4902, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5793e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6071, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 6 loss: tensor(1.4124, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8121, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.3184, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5799e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6003, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 7 loss: tensor(1.5024, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8592, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9414, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0243, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0243, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5843e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6432, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 8 loss: tensor(1.2393, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.4570, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0148, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0148, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5754e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5214, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 9 loss: tensor(1.4367, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.5439, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5762e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6164, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 10 loss: tensor(1.3576, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7905, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.4990, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5791e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5672, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 11 loss: tensor(1.4041, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8059, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.5137, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5797e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5982, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 12 loss: tensor(1.3648, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7714, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.4824, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5804e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5935, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(1.4204, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.6553, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5796e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6135, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(1.4361, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8386, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7783, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5975, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(1.4249, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7910, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5836e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5959, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(1.3619, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8086, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5824e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5566, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(1.4179, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8145, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5805e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6000, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(1.3424, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7787, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7344, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5637, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(1.3705, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7885, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7578, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5793e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5820, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(1.4106, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8095, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.5889, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5800e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6011, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(1.3948, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8014, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7168, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5797e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5934, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(1.4931, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7031, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0240, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5826e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6453, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(1.4297, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8212, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7891, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5799e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(1.4153, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7918, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7168, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5830e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6236, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(1.3179, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0967, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0155, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5836e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5470, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(1.4399, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8376, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0244, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5855e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6023, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(1.3719, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7855, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.3145, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5840e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5864, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(1.4349, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8135, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9502, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5771e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6214, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(1.5322, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8776, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7441, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5780e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6547, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(1.3297, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7765, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7285, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5803e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5532, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(1.4429, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.1768, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5806e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6204, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(1.3510, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7530, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9365, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5781e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5979, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(1.4268, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8267, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9277, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0144, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5789e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6002, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(1.5243, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8537, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8701, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5812e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6706, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(1.3722, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7875, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8301, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5782e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5847, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(1.4028, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8098, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.7275, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0234, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0234, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5800e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5930, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(1.3327, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7696, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8008, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5818e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5631, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(1.3481, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9414, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5768e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5672, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(1.5220, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8762, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.1846, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5774e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6458, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(1.3079, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7624, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0059, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5784e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5455, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(1.4853, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0859, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0241, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0241, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5795e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6344, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(1.3884, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8093, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9141, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5840e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5791, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(1.3753, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.8906, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0176, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5817e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5818, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(1.4134, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8235, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.2412, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5788e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5899, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(1.4277, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.2402, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5795e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6014, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(1.4955, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8656, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.1465, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0218, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5798e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6298, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(1.4213, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.1104, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0154, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5798e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6022, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(1.4467, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8297, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9688, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5801e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6170, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(1.2930, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7610, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0723, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5798e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5320, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(1.4025, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8135, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11818.9326, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5771e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5890, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(1.3167, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.7618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.0518, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5784e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.5549, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(1.5171, device='cuda:0', grad_fn=<AddBackward0>) tensor(0.8739, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(11819.2246, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.0213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.0213, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(2.5797e+08, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.6432, device='cuda:0', grad_fn=<MseLossBackward0>)
