epoch: 1 loss: tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.1704, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(113440.8125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 13 loss: tensor(0.4447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1166.3536, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1749, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1281, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17921968., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5001, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 14 loss: tensor(0.4532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4532, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1351.4309, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7042, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1127, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17255324., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5176, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 15 loss: tensor(0.4678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4678, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1046.0544, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1075, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17431850., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4998, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 16 loss: tensor(0.4706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4706, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1290.9764, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5065, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1780, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17425418., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5564, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 17 loss: tensor(0.4400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4400, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1187.6683, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1514, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17382160., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4651, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 18 loss: tensor(0.4694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(845.7350, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.2724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1221, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17828258., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5161, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 19 loss: tensor(0.4545, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4545, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1199.3937, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2610, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1373, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(17048460., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4857, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 20 loss: tensor(0.4394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1110.7963, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9669, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1479, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15989748., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4476, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 21 loss: tensor(0.4553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1368.3807, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7075, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1323, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16519614., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4847, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 22 loss: tensor(0.4553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4553, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1144.7710, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1094, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1032, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16642907., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5027, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 23 loss: tensor(0.4309, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4309, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1382.4126, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7832, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1442, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15280838., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4466, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 24 loss: tensor(0.4621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4621, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(940.0890, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5606, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1804, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16140025., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4944, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 25 loss: tensor(0.4709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4709, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1211.9138, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1724, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16704854., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5416, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 26 loss: tensor(0.4447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4447, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1346.0741, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6886, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1831, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16510843., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4811, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 27 loss: tensor(0.4142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4142, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1123.1973, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.0293, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1153, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15943051., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4090, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 28 loss: tensor(0.4272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1158.9023, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1208, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1255, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16064320., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4348, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 29 loss: tensor(0.4819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4819, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1192.7944, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2873, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1872, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16708216., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5611, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 30 loss: tensor(0.4299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1298.0082, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5268, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1462, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15684880., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4305, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 31 loss: tensor(0.4477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1313.5876, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5543, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1731, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15720045., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4323, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 32 loss: tensor(0.4519, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4519, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1297.8047, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5375, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15926874., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5286, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 33 loss: tensor(0.4694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4694, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1215.9275, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1642, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16941840., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4979, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 34 loss: tensor(0.4464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(949.8926, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.5509, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1937, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16282125., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4605, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 35 loss: tensor(0.4661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4661, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1196.3013, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2602, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1741, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15999145., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4612, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 36 loss: tensor(0.4438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4438, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1217.1510, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2940, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1803, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15538757., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4470, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 37 loss: tensor(0.4286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1297.5762, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15247921., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3892, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 38 loss: tensor(0.4715, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4715, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1461.8173, device='cuda:0', grad_fn=<MulBackward0>) tensor(4.0656, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1329, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16121580., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5123, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 39 loss: tensor(0.4252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4252, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1363.7971, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7109, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1299, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15589912., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4390, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 40 loss: tensor(0.4363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1031.6000, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7881, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1738, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(16001320., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4366, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 41 loss: tensor(0.4048, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4048, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(990.7823, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.6520, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1658, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14860387., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3843, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 42 loss: tensor(0.4546, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4546, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1037.9120, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1623, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15333584., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5004, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 43 loss: tensor(0.4582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4582, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1109.3041, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9997, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1556, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15351892., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4899, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 44 loss: tensor(0.4537, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4537, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1253.6837, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4226, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1446, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15456426., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4820, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 45 loss: tensor(0.4303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4303, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1271.9194, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4567, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1567, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15070558., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4347, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 46 loss: tensor(0.4291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4291, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1229.1562, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3721, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1896, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15176253., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4356, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 47 loss: tensor(0.4638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4638, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1081.0172, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1954, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(15022928., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4484, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 48 loss: tensor(0.4368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4368, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1221.8702, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3122, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1492, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14538435., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4302, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 49 loss: tensor(0.4190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4190, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1255.6282, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4469, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1429, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14193150., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4425, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 50 loss: tensor(0.4692, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4692, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1207.0568, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2698, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1935, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14883863., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5111, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 51 loss: tensor(0.4312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4312, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(914.4799, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.4689, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14205039., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4040, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 52 loss: tensor(0.4626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4626, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1337.1318, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6764, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1945, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14750376., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4825, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 53 loss: tensor(0.4578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4578, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1398.4131, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7884, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1472, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14378586., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4435, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 54 loss: tensor(0.4521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4521, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1410.6611, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8516, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1809, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14002664., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4142, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 55 loss: tensor(0.4200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4200, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1297.9397, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5235, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2202, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14313959., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4080, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 56 loss: tensor(0.4272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4272, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1232.7479, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3692, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2361, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14764100., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4486, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 57 loss: tensor(0.4478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4478, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1058.2329, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8893, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2106, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14720286., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4617, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 58 loss: tensor(0.4271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4271, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1025.4509, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7878, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1768, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14793624., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4371, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 59 loss: tensor(0.4670, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4670, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1276.3369, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4606, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2172, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14232608., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4573, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 60 loss: tensor(0.4391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4391, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1052.5950, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8453, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13957642., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4630, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 61 loss: tensor(0.4124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4124, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1174.9558, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2189, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14186608., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4068, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 62 loss: tensor(0.4224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4224, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1451.5959, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.9168, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2316, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13748647., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4027, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 63 loss: tensor(0.4536, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4536, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1121.0305, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.0393, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1901, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14545838., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4416, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 64 loss: tensor(0.4557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4557, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1234.7047, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2264, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13712201., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4062, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 65 loss: tensor(0.4146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4146, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1315.4585, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5863, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13829997., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4085, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 66 loss: tensor(0.4618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4618, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1379.6331, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7842, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1882, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14370252., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4809, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 67 loss: tensor(0.4817, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4817, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1651.3440, device='cuda:0', grad_fn=<MulBackward0>) tensor(4.5543, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2175, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14565803., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5041, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 68 loss: tensor(0.4327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4327, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1044.8472, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.8053, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2289, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13998839., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4053, device='cuda:0', grad_fn=<MseLossBackward0>)
